"FTYPE","long","lat","categorization"
"OSM_shopping",145.42647,-37.77831,"FOI_highstreet"
"OSM_shopping",145.28173,-38.09971,"FOI_highstreet"
"OSM_shopping",144.99431,-37.79917,"FOI_highstreet"
"OSM_shopping",144.99455,-37.79915,"FOI_highstreet"
"OSM_shopping",144.91911,-37.6788,"FOI_highstreet"
"OSM_shopping",145.30456,-38.02662,"FOI_highstreet"
"OSM_shopping",145.1025,-37.70329,"FOI_highstreet"
"OSM_shopping",144.95982,-37.81723,"FOI_highstreet"
"OSM_shopping",144.99658,-37.80032,"FOI_highstreet"
"OSM_shopping",145.48242,-38.07846,"FOI_highstreet"
